i_io_oi_i: Gg
tarandoff: no one even looks at wingman anymore
ibefuzzy: nenna so generous 😭
tranzsmttt: http
prozzac_v1: HYPERS
korsair83: pace22Gifted pace22Gifted pace22Gifted pace22Gifted
nennanpie: 50 more for a win
stayblazing: 🔥🔥🔥🔥
the_berv: quackLove quackLove quackLove quackLove quackLove quackLove quackLove quackLove quackLove quackLove
bucfanjke: This community is solid
wheredoblimpsgoatnight: @NennanPie quack7 Ur a legend quackHypers
jeff7291: damn pog
azunarumi: quackPog
tranzsmttt: AngelThump
pakpak237: Pog
admittedbrake219: That was awesome
cornonth3c0bb: Poggers
seontheneon: yeet
wonderjacob: Pog quackPog quackPog
mrd_ow: slammyZ slammyZ slammyZ slammyZ
walkindudex: POG
ilbuonjack: Wow
dr_downzz: pog
ilbuonjack: Pog
daiiydl: AngelThumb LUL
pawswan: slammyZ slammyZ slammyZ slammyZ slammyZ slammyZ
xlryanpdxlx: POG, Did I get one?
joshsoldgallbladder: @NennanPie thank you for helping dad AngelThump
galnof: @JoshOG welcome back man, twitch ain't the same without you
nickz2000: Kreygasm Kreygasm
happy_chef: good job @NennanPie flexin out
dr_downzz: quackLove quackLove quackLove quackLove
ag3ntchico: slammyZ slammyZ slammyZ slammyZ
moobot: Join The Ducks Discord! http
suhestofdudes: this has to be the most unselfish community
mariomaradona100: SeemsGood
xlryanpdxlx: Pog
ibefuzzy: @nennanpie ten years of duck luck for you good sir or lady
cody_95: 😱😱😱😱😱😱😱 50 gifted Subs
admittedbrake219: @suhestofdudes it really is
itzdhucktv: LUL\
itzdhucktv: LUL
rocket_co: he thought he had you
t00muchsalt: lolololol
mmunsterr: LUL
unclejimthetank: @joshog congrats on the surgery. today I officially hit 4 weeks with no cigarettes so im feeling pretty fucking hype
t00muchsalt: poor guy
t00muchsalt: quackLUL
nonhaters2: cheer10 lol this is all i have hehehe
tha_gary: quackDab quackBits nonhaters2 quackBits quackDab
nennanpie: @joshsoldgallbladder always here for Dad
stayblazing: I think josh could really own the apex scene
bstn17: @nennanpie King of ducks....
wheredoblimpsgoatnight: I dont think he's actually sorry quackFeelsBad
lukewarmfeeling: @JoshOG you can jsut break the pad
t00muchsalt: How yall feeling @chat quackHype
nennanpie: @ag3ntchico quack7
tha_gary: quackHype quackHype quackHype Welcome back johncoffeejnr quackHype quackHype quackHype
suhestofdudes: @unclejimthetank congrats broski
tehcheeze: @unclejimthetank you got this
moobot: Check out my latest YouTube video! Revisiting The HAVOC - Apex Legends Squads With Soltek1h youtu.be/62gz-DJLZc8 quackHype quackLove quackHey
ag3ntchico: @NennanPie quack7
dirtydremel: LUL
zruno: LUL
karlossas: @NennanPie you the OG sub king
smellmyfingersyo: lol
youderbin: !surgery
ibefuzzy: I'm feelin glad to see papaduck in the throne again
nightbot: Youderbin, Josh had his gallbladder removed last Thursday
lazygamer_au: Damn good to see you back at it. its 2am though Im going back to bed.
tehcheeze: "gall bladder" = THICC butt implants
unclejimthetank: thanka @suhestofdudes its been a long time coming but I feel so much better
evancraft246: Lol
waveofblades: LUL
rocket_co: it makes its own sound
karlossas: LUL
azunarumi: hahahaha
korsair83: pace22Yoink pace22Yoink pace22Yoink pace22Yoink pace22Yoink pace22Yoink pace22Yoink
jeff_a69: yoink
thatguyjedi: kappa
suhestofdudes: they yeeted that bitch out
ragged_spoons: tranzsY tranzsY tranzsY tranzsY
munumafia: my gallbladder now TriHard
xyphys: LUL
smellmyfingersyo: LUL
galnof: rip LUL
wheredoblimpsgoatnight: quackBlank
drewsche313: they absolutely did
tranzsmttt: tranzsCute
zruno: wtf
dustylooney: LUL
itzdhucktv: LOL
doo_doo_paypuh: Can we see that butt one time on stream
pawswan: LUL
notcate: LMAOO
karlossas: LUL LUL
cody_95: 😂 yoink
shamanoftheowls: he just jumped off the map
kingsman1351: this guyyyy
daiiydl: LUL
evancraft246: What’s up with the butt implant thing
logictv95: Subs 6969 lol
willj__: Jebaited
duhkushdoctor: MY GALL BLADDER NOW!!
moobot: No need to shout @duhkushdoctor (warning)
dirtydremel: poor soltek LUL
dustylooney: YOINK LUL
wambulance4: thats what DICKTEK gets
megathendron: need to DI LUL
dexterwylde: LUL wat
walkindudex: Bahahahahahhaha
johncoffeejnr: what a guy
shamanoftheowls: nah his fault Kappa
evancraft246: Get tekt
duhkushdoctor: my gall bladder now
logictv95: That sub count tho
walkindudex: I’m weak
evancraft246: Rekt
moobot: If you want the best gaming chair, check out Secretlab! I love my Titan Stealth chair! htt
madmanmasty: LUL LUL LUL
tha_gary: quackHype quackHype quackHype Welcome back khalfranko quackHype quackHype quackHype
killerasian67: i mean you can kinda aim where you land when you get out
bstn17: were my duck emotes? didnt i sub? @joshog
killerasian67: hes just bad
walkindudex: 69696969696969
aaguir12: what did the girl tell you?
logictv95: So after that surgery r u Joshina now?
kingsman1351: Pog
wheredoblimpsgoatnight: Pog
its_trigg: make a wish 6969
tranzsmttt: Pog
tinyman2465: NICE
sudofox: Pog Clap
drunkjoe14: PogChamp
xyphys: Kreygasm
pawswan: Pog
willj__: PogChamp PogChamp PogChamp PogChamp
ag3ntchico: LUL
strawberrydoll: lmao
notcate: 6969 POG
munumafia: gachiBASS
dr_downzz: quackLUL quackLUL quackLUL quackDerp quackDerp quackDerp quackFail quackAy
hotheadslav: quackFaded quackFaded quackFaded
galnof: you have to jump off the respawn ship better LUL Kappa
artificiallyinteresting: NOBODY SUB
thegamingwook: FUCKING NICE.
ibefuzzy: @evancraft246 josh used " gallbladder surgery " as a cover up for him getting butt implants ;o
prozzac_v1: Pog
tranzsmttt: chat we 69 ing tonight?
kingsman1351: quackFaded quackFaded quackFaded quackFaded
tld_ttv: 69
mishilo: BEST SUB COUNT EVER PogChamp
thegamingwook: MY DUDE.
bubbasmith45: NIIIIIIIIIIIIIIIIICE
unclejimthetank: @joshog you smoking again for 420?
tranzsmttt: wait what quackSmile
zruno: 6969 quackGasm
catharticchris: NSP song
yakefromstatefarm: 6969 pog
mrgamenwatch: no more subs
walkindudex: POG BISH
its_trigg: next sub is an ass
sud5y: 6969 pog
underdogag: Now no one can sub.
raccustv: ok whois gnna fk it up
tha_gary: quackHype quackPrime quackHype Welcome back Smokin__hydro quackHype quackPrime quackHype
dane_dougal: ifrostBOSS ifrostBOSS ifrostBOSS 69 bby
daiiydl: @Pawswan Didn't know you likeds 69's LUL LUL
bokdem: i was here
suhestofdudes: will i be seeing any of you tonight if he streams
dr_downzz: yoinked on LULW
shaggymatt: NEW DUCKS quackSassy NEW DUCKS quackSassy NEW DUCKS quackSassy NEW DUCKS quackSassy NEW DUCKS quackSassy
wheredoblimpsgoatnight: @TRANzSMTTT I'm down quackGasm\
raccustv: @Smokin__hydro GOOD JOB FKIN IT UP
xyphys: all subs in a 69 quackGasm
dexterwylde: Double 69?! PogChamp
sittin_here: Welcome back josh glad all went well
unclejimthetank: i hate it when I dont go fully in PogChamp
tranzsmttt: quackGasm
asapwicky4: quackDab quackDab quackDab quackDab
wambulance4: dont fall off the map this time
ag3ntchico: illuminati sub count LUL
tranzsmttt: 69 ing at josh's house
dr_downzz: he got tipped XD
pawswan: quackGasm
dirtydremel: we heard you like 69's so we put a 69 in your 69
zruno: @DaiIyDL who doesnt? quackSassy
ibefuzzy: @joshog when do we get a peek at the cheek implants?
tha_gary: quackHype quackHype quackHype Welcome back Anisopterix quackHype quackHype quackHype
thegamingwook: sumshash
bstn17: quackDab quackDab quackDab quackDab
tranzsmttt: @asapwicky4 wicky Pog
smokin__hydro: lol
thegamingwook: shmash*
jenious_lives: what up chat! welcome back @joshog !
thegamingwook: smash* WTD
mishilo: sumSmash
mannyloomis: sumS
karlossas: Y O I N K
thegamingwook: i'm done
lemonytree: hey josh how you doin man
bstn17: here we go. had to restart
dirtydremel: confused as to why that got deleted?
asapwicky4: @TRANzSMTTT quackPog quackPog
itzdhucktv: http
tha_gary: quackHype quackHype quackHype Welcome back CranjusMcLovin quackHype quackHype quackHype
tranzsmttt: tranzsY ?
logictv95: Her name is JoshinaOG after that surgery lol
unclejimthetank: @joshog you doin anything special stream wise for 420?
tac0toolman1987: quack1 quack2 quackLurk quackLurk
suhestofdudes: quackHappy
karlossas: fantastic josh
milobordercollie: What was the operation chat ? Did josh spoke of it or its private
cody_95: sollfgGOD sollfgGOD sollfgGOD sollfgGOD sollfgGOD
hyperpitt: my dude welcome back and missed you @joshog
galnof: much better with you back man
cranjusmclovin: doing great man
mishilo: top shelf my dude
daiiydl: @Zruno Tru Tru <3
kirogames11: @JoshOG whats up my dude!!
itzdhucktv: oh yeah, gotta go to work in a bit, but im enjoying the stream OpieOP
icyhaute: welcome back og ur the best!
evancraft246: I’m great how are you
hd4free: Still in bed tbh
karlossas: chat when does josh start his night stream in uk time?
ayzher: THATS THE GOAL
dr_downzz: quack1 quack2 420 is a good day and dad bday lol
tha_gary: quackHype quackHype quackHype Welcome ibefuzzy quackHype quackHype quackHype
cody_95: 😱 its 2am why am i awake
johncoffeejnr: @Karlossas around 12.30 am
ag3ntchico: quackDab
wavycarterr: how are YOU
itzdhucktv: @milobordercollie it was gallbladder surgery
willycthekid: quackHype
thatguyjedi: @milobordercollie He had is gallbladder removed
ibefuzzy: first time ever subbing on twitch😍😍
dr_downzz: baby steps dude
thegamingwook: full trottle
karlossas: @johncoffeejnr thank you brther
johncoffeejnr: @Karlossas late
awd_smirk: F U L L T H R O T T L E bb
anisopterix: yeah, you have to take it easy the first few days
duhkushdoctor: 1
sud5y: you are the cream to my coffee LUL
trenchaim: “Push” yourself? Lol. It’s video games.
thegamingwook: gud mornin joolia
tha_gary: quackHype quackPrime quackHype Welcome back jsquaredtv quackHype quackPrime quackHype
havokz25: Guys I need something funny to watch while being high and watching Josh any suggestions?
logictv95: Glad ur back tho
zruno: @Karlossas 1am
tha_gary: quackHype quackHype quackHype Welcome back Nemesis_ quackHype quackHype quackHype
anisopterix: how about spongebob?
jdub11n: @JoshOG what happend you got sick or something ?
evancraft246: Wait how can I sub to josh?
tmi.twitch.tv
: 
khalfranko: quackHype quackHype
logictv95: Good thing u went to the doctor
kirogames11: @JoshOG Glad to see you so well and back to your usual self! you are inspiring brother honestly
ibefuzzy: @havokz25 theres videos of summit stoned on stream that are hilarious
suaden: Poo Party celebration for dad being back!!!!!!!!!
karlossas: @Zruno sweet cheers quackHypers
japanesewomburru: LUL
ag3ntchico: !prime
nightbot: quackPrime @ag3ntchico, Did you know you get a free subscription when you link your Amazon Prime account with twitch? you can sub to Josh for free quack10 and spam the fabulous emotes all day! quackHappy quackGasm quackEvil quackLUL quackFaded - htt
razilon_nolizar: tactical portal
logictv95: The ducks missed u bro
xyphys: LUL
mishilo: @jdub11n gallbladder
knaaps: quackFaded quackFaded quackFaded quackFaded
sittin_here: Can you feel a difference @joshog ?
ayzher: that portal ResidentSleeper ResidentSleeper
zruno: quackFaded quackFaded quackFaded quackFaded quackFaded
dexterwylde: Good portal Kappa
yagdaddy23: ` quackFaded quackFaded quackFaded quackFaded quackFaded quackFaded quackFaded quackFaded
hyperpitt: quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog
havokz25: @ibefuzzy okay I'll look at them thanks
tha_gary: quackHype quackHype quackHype Welcome back Bildonia quackHype quackHype quackHype
tha_gary: quackHype quackPrime quackHype Welcome back crawfordrj quackHype quackPrime quackHype
knaaps: quack1 quack2
mikeyleeeeee: shake ya poom pooms
knaaps: quack4
tha_gary: quackHype quackPrime quackHype Welcome back PanicThrottle quackHype quackPrime quackHype
moobot: Want to rock the same peripherals as me? Check out my sponsor SteelSeries for the very best gaming hardware! Use code 'JoshOG10' for 10% off your order! htt
tha_gary: quackHype quackPrime quackHype Welcome back mslybell quackHype quackPrime quackHype
johncoffeejnr: its a players portal, for the players
knaaps: damn
ayzher: 250IQ portal there boys
layurmamma: @joshog u going to play mortal kombat? Or days gone?
wavycarterr: you look great tho absolutely glowing
johncoffeejnr: how bout tiger woods chat?
tha_gary: quackHype quackHype quackHype Welcome back candycrusher32 quackHype quackHype quackHype
vince2505: !followage
moobot: Vince2505 has been following JoshOG for 4y 7mo
ibefuzzy: @joshog maybe do a 4/20 stream with SumSum?
imthewalrus0: how was the surgery my man
doo_doo_paypuh: Tiger is back!!!!!!
unclejimthetank: !followage
t00muchsalt: Welcome back Ducks! quackHype Glad we flying again! quackDab
suhestofdudes: so since im a sub now how do i have to do anything special to access the sub only discord channels
bstn17: @joshog wth is this gold ladder u talking about? quackDerp quackDerp quackDerp
mrdufflebagz: !follow
itzdhucktv: http
d_doga: quackLove quackLove quackLove quackLove quackLove quackLove quackLove quackLove
tha_gary: quackHype quackHype quackHype Welcome back tylernthedesert quackHype quackHype quackHype
broken8922: Right on
broadway_always: Hi I'm new to the stream. I have been watching since 
capoochinmonkey: Welcome back!
tha_gary: quackHype quackPrime quackHype Welcome bonhot quackHype quackPrime quackHype
romanxninja: Good to hear you're back and well @JoshOG Keep up the positive vibes
schlubct: @JoshOG 6969 subs lol
civicdrake: hi
layurmamma: For weeks I was flying alone but now we’re flying together again.
yagdaddy23: !emotes
joeycheeser: quackGun quackHey quackGun quackHey quackDead quackDerp
itzdhucktv: LUL
zacko9494: This game needs more content
them00ps: @Schlubct quackKek
asapwicky4: quackDab quackDab
mslybell: gachiPls
layurmamma: quackHype quackHype quackHype quackHype
dexterwylde: Fight! Lets get some action
mishilo: LMAOOOOO
itzdhucktv: @them00ps whats up bro!
logictv95: Lol
bstn17: @broadway_always welcome to the duckstream quack7 quack7
ibefuzzy: Did they remove girth or length?
jeff_a69: donger
cody_95: 😱 you had your bladder removed 😱 does that mean you dont poop anymore
mannyloomis: can we do brainpower
prozzac_v1: monkaHmm
devynproulx8: can people fill my google form for school? lol
them00ps: @ItzDHuckTV hiiiii quackLick
devrulez: in reality he just got a new ass
johncoffeejnr: your gf can finally take the whole hog
itzdhucktv: quack7 quack7
capoochinmonkey: What a.... MASSIVE relief Kappa
bagofbone: White Pickle
budakhan: 8===========D to 8OOD
eliaaaaz: LUL
devynproulx8: http
moobot: Ask a moderator for permission before posting a link, @devynproulx8 (warning)
tarandoff: your cam forze
itzdhucktv: face cam
brennzy: Cam froze LUL
unclejimthetank: you might not have been able to walk but if you got tired you had a kickstand. #RIPthekickstand @joshog
suaden: rip cam
hartface: You gotta poop, bro
frenze_: Camera froze
ayzher: uhoh cam bugged?
tarandoff: froze
korsair83: cam froze LUL
thegamingwook: cam froze?
itzdhucktv: lol
tinyman2465: face cam LUL
bandittube: face cam froze
gerdubus: Cam frozen my dude
xyphys: quackPoop
johncoffeejnr: CAM FROZEN
riot_earp: rip cam
dustylooney: f
asapwicky4: @them00ps quackHey quackHey quackAy quackAy
xforceco: cam frozen
kts_tenshi: cam frozen
azunarumi: rip cam
notcate: you sleeping bro LUL
willj__: face cam frozen
nasscube: cam F
t00muchsalt: lololol
schaweet: I had the same surgery Josh. You won't regret it. 16 inches was just too much to walk around with.
them00ps: quackHmm
poopypopstv: magic
dustylooney: rip cam!!
suhestofdudes: frozen cam
tarandoff: @JoshOG Your cam is frozen. RIP Cam
organicisbest: Cam
thegamingwook: thought it was me quack1 quack2
pedrojitsu: camera
supplest: camera freeeeze
johncoffeejnr: cam frozen
mythgamestream: He's a ventriloquist!
gerdubus: quackDead quackDead quackDead quackDead Cam dude
stoned_fanatic: rip cam
azunarumi: hes actually sleeping now
fl0wit: is josh ded? LUL
